trial_id,variable_label,variable_label_raw,categorical_label,variable_type,units,arm_label,arm_role,arm_total_n,n,percent,mean,sd,raw_value
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 50 mg group,treatment,535,111,21.0,0.0,0.0,111 (21%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 14 mg group,treatment,536,19,4.0,0.0,0.0,19 (4%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 25 mg group,treatment,535,22,4.0,0.0,0.0,22 (4%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 50 mg group,treatment,535,18,3.0,0.0,0.0,18 (3%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 14 mg group,treatment,536,1,0.0,0.0,0.0,1 (<1%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 25 mg group,treatment,535,0,0.0,0.0,0.0,0
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 50 mg group,treatment,535,0,0.0,0.0,0.0,0
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 14 mg group,treatment,536,0,0.0,0.0,0.0,0
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 25 mg group,treatment,535,2,0.0,0.0,0.0,2 (<1%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 50 mg group,treatment,535,0,0.0,0.0,0.0,0
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 14 mg group,treatment,536,7,1.0,0.0,0.0,7 (1%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 25 mg group,treatment,535,6,1.0,0.0,0.0,6 (1%)
NCT04707469,Race,Race,Race,categorical,,Oral semaglutide 50 mg group,treatment,535,8,1.0,0.0,0.0,8 (1%)
NCT04707469,Ethnicity,Ethnicity,Ethnicity,categorical,,Oral semaglutide 14 mg group,treatment,536,38,7.0,0.0,0.0,38 (7%)
NCT04707469,Ethnicity,Ethnicity,Ethnicity,categorical,,Oral semaglutide 25 mg group,treatment,535,37,7.0,0.0,0.0,37 (7%)
NCT04707469,Ethnicity,Ethnicity,Ethnicity,categorical,,Oral semaglutide 50 mg group,treatment,535,36,7.0,0.0,0.0,36 (7%)
NCT04707469,Ethnicity,Ethnicity,Ethnicity,categorical,,Oral semaglutide 14 mg group,treatment,536,498,93.0,0.0,0.0,498 (93%)
NCT04707469,Ethnicity,Ethnicity,Ethnicity,categorical,,Oral semaglutide 25 mg group,treatment,535,498,93.0,0.0,0.0,498 (93%)
NCT04707469,Ethnicity,Ethnicity,Ethnicity,categorical,,Oral semaglutide 50 mg group,treatment,535,499,93.0,0.0,0.0,499 (93%)
NCT04707469,Duration of diabetes,"Duration of diabetes, years",,continuous,years,Oral semaglutide 14 mg group,treatment,536,0,0.0,9.4,5.9,9·4 (5·9)
NCT04707469,Duration of diabetes,"Duration of diabetes, years",,continuous,years,Oral semaglutide 25 mg group,treatment,535,0,0.0,9.7,6.7,9·7 (6·7)
NCT04707469,Duration of diabetes,"Duration of diabetes, years",,continuous,years,Oral semaglutide 50 mg group,treatment,535,0,0.0,8.9,5.9,8·9 (5·9)
NCT04707469,HbA1c,HbA1c,HbA1c,continuous,mmol/mol,Oral semaglutide 14 mg group,treatment,536,0,0.0,74.2,8.5,74·2 (8·5)
NCT04707469,HbA1c,HbA1c,HbA1c,continuous,mmol/mol,Oral semaglutide 25 mg group,treatment,535,0,0.0,74.6,8.2,74·6 (8·2)
NCT04707469,HbA1c,HbA1c,HbA1c,continuous,mmol/mol,Oral semaglutide 50 mg group,treatment,535,0,0.0,74.3,8.2,74·3 (8·2)
NCT04707469,HbA1c,HbA1c,HbA1c,continuous,%,Oral semaglutide 14 mg group,treatment,536,0,0.0,8.9,0.8,8·9 (0·8)
NCT04707469,HbA1c,HbA1c,HbA1c,continuous,%,Oral semaglutide 25 mg group,treatment,535,0,0.0,9.0,0.8,9·0 (0·8)
NCT04707469,HbA1c,HbA1c,HbA1c,continuous,%,Oral semaglutide 50 mg group,treatment,535,0,0.0,8.9,0.7,8·9 (0·7)
NCT04707469,Fasting plasma glucose,Fasting plasma glucose*,Fasting plasma glucose,continuous,mmol/L,Oral semaglutide 14 mg group,treatment,532,0,0.0,10.8,2.9,10·8 (2·9)
NCT04707469,Fasting plasma glucose,Fasting plasma glucose*,Fasting plasma glucose,continuous,mmol/L,Oral semaglutide 25 mg group,treatment,526,0,0.0,11.0,3.1,11·0 (3·1)
NCT04707469,Fasting plasma glucose,Fasting plasma glucose*,Fasting plasma glucose,continuous,mmol/L,Oral semaglutide 50 mg group,treatment,530,0,0.0,10.8,2.9,10·8 (2·9)
NCT04707469,Fasting plasma glucose,Fasting plasma glucose*,Fasting plasma glucose,continuous,mg/dL,Oral semaglutide 14 mg group,treatment,532,0,0.0,195.1,52.8,195·1 (52·8)
NCT04707469,Fasting plasma glucose,Fasting plasma glucose*,Fasting plasma glucose,continuous,mg/dL,Oral semaglutide 25 mg group,treatment,526,0,0.0,198.0,55.4,198·0 (55·4)
NCT04707469,Fasting plasma glucose,Fasting plasma glucose*,Fasting plasma glucose,continuous,mg/dL,Oral semaglutide 50 mg group,treatment,530,0,0.0,195.5,51.7,195·5 (51·7)
NCT04707469,Bodyweight,"Bodyweight, kg",,continuous,kg,Oral semaglutide 14 mg group,treatment,536,0,0.0,96.4,20.8,96·4 (20·8)
NCT04707469,Bodyweight,"Bodyweight, kg",,continuous,kg,Oral semaglutide 25 mg group,treatment,535,0,0.0,96.6,21.2,96·6 (21·2)
NCT04707469,Bodyweight,"Bodyweight, kg",,continuous,kg,Oral semaglutide 50 mg group,treatment,535,0,0.0,96.1,22.8,96·1 (22·8)
NCT04707469,BMI,"BMI, kg/m2",,continuous,kg/m2,Oral semaglutide 14 mg group,treatment,536,0,0.0,33.7,6.1,33·7 (6·1)
NCT04707469,BMI,"BMI, kg/m2",,continuous,kg/m2,Oral semaglutide 25 mg group,treatment,535,0,0.0,34.1,6.5,34·1 (6·5)
NCT04707469,BMI,"BMI, kg/m2",,continuous,kg/m2,Oral semaglutide 50 mg group,treatment,535,0,0.0,33.7,6.2,33·7 (6·2)
NCT04707469,Waist circumference,"Waist circumference, cm",,continuous,cm,Oral semaglutide 14 mg group,treatment,536,0,0.0,112.0,14.0,112 (14)
NCT04707469,Waist circumference,"Waist circumference, cm",,continuous,cm,Oral semaglutide 25 mg group,treatment,535,0,0.0,113.0,14.0,113 (14)
NCT04707469,Waist circumference,"Waist circumference, cm",,continuous,cm,Oral semaglutide 50 mg group,treatment,535,0,0.0,112.0,15.0,112 (15)
NCT04707469,Systolic blood pressure,"Systolic blood pressure, mm Hg",,continuous,mm Hg,Oral semaglutide 14 mg group,treatment,536,0,0.0,132.0,14.0,132 (14)
NCT04707469,Systolic blood pressure,"Systolic blood pressure, mm Hg",,continuous,mm Hg,Oral semaglutide 25 mg group,treatment,535,0,0.0,133.0,14.0,133 (14)
NCT04707469,Systolic blood pressure,"Systolic blood pressure, mm Hg",,continuous,mm Hg,Oral semaglutide 50 mg group,treatment,535,0,0.0,132.0,14.0,132 (14)
NCT04707469,Diastolic blood pressure,"Diastolic blood pressure, mm Hg",,continuous,mm Hg,Oral semaglutide 14 mg group,treatment,536,0,0.0,81.0,9.0,81 (9)
NCT04707469,Diastolic blood pressure,"Diastolic blood pressure, mm Hg",,continuous,mm Hg,Oral semaglutide 25 mg group,treatment,535,0,0.0,80.0,9.0,80 (9)
NCT04707469,Diastolic blood pressure,"Diastolic blood pressure, mm Hg",,continuous,mm Hg,Oral semaglutide 50 mg group,treatment,535,0,0.0,80.0,8.0,80 (8)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 14 mg group,treatment,536,514,96.0,0.0,0.0,514 (96%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 25 mg group,treatment,535,503,94.0,0.0,0.0,503 (94%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 50 mg group,treatment,535,507,95.0,0.0,0.0,507 (95%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 14 mg group,treatment,536,291,54.0,0.0,0.0,291 (54%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 25 mg group,treatment,535,287,54.0,0.0,0.0,287 (54%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 50 mg group,treatment,535,287,54.0,0.0,0.0,287 (54%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 14 mg group,treatment,536,163,30.0,0.0,0.0,163 (30%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 25 mg group,treatment,535,162,30.0,0.0,0.0,162 (30%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 50 mg group,treatment,535,159,30.0,0.0,0.0,159 (30%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 14 mg group,treatment,536,134,25.0,0.0,0.0,134 (25%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 25 mg group,treatment,535,136,25.0,0.0,0.0,136 (25%)
NCT04707469,Concomitant glucose-lowering medication,"Concomitant glucose-lowering medication, n",Concomitant glucose-lowering medication,categorical,,Oral semaglutide 50 mg group,treatment,535,133,25.0,0.0,0.0,133 (25%)
Exenatide (Exendin-4)_7,Sex - Male,Sex - N (%) Male:,Sex,categorical,%,Placebo,control,113,67,59.3,0.0,0.0,67 (59.3)
Exenatide (Exendin-4)_7,Sex - Female,Sex - N (%) Female:,Sex,categorical,%,Placebo,control,113,46,40.7,0.0,0.0,46 (40.7)
Exenatide (Exendin-4)_7,Race - Caucasian,Race - N (%) Caucasian,Race,categorical,%,Placebo,control,113,82,72.6,0.0,0.0,82 (72.6)
Exenatide (Exendin-4)_7,Race - Black,Race - N (%) Black,Race,categorical,%,Placebo,control,113,15,13.3,0.0,0.0,15 (13.3)
Exenatide (Exendin-4)_7,Race - Hispanic,Race - N (%) Hispanic,Race,categorical,%,Placebo,control,113,12,10.6,0.0,0.0,12 (10.6)
Exenatide (Exendin-4)_7,Race - Other,Race - N (%) Other,Race,categorical,%,Placebo,control,113,4,3.5,0.0,0.0,4 (3.5)
Exenatide (Exendin-4)_7,Age,Age (y):,,continuous,years,Placebo,control,113,0,0.0,54.0,9.0,54±9
Exenatide (Exendin-4)_7,Weight,Weight (kg):,,continuous,kg,Placebo,control,113,0,0.0,100.0,19.0,100±19
Exenatide (Exendin-4)_7,Body-Mass Index,Body-Mass Index (kg/m²):,,continuous,kg/m²,Placebo,control,113,0,0.0,34.0,6.0,34±6
Exenatide (Exendin-4)_7,Baseline A1C,Baseline A1C (%):,,continuous,%,Placebo,control,113,0,0.0,8.2,1.0,8.2±1.0
Exenatide (Exendin-4)_7,Fasting Plasma Glucose,Fasting Plasma Glucose (mg/dL):,,continuous,mg/dL,Placebo,control,113,0,0.0,170.0,40.0,170±40
Exenatide (Exendin-4)_7,Fasting Plasma Insulin,Fasting Plasma Insulin (pmol/L):,,continuous,pmol/L,Placebo,control,113,0,0.0,135.0,131.0,135±131
Exenatide (Exendin-4)_7,Fasting Plasma Proinsulin,Fasting Plasma Proinsulin (pmol/L):,,continuous,pmol/L,Placebo,control,113,0,0.0,58.0,48.0,58±48
Exenatide (Exendin-4)_7,Duration of Diabetes,Duration of Diabetes (y):,,continuous,years,Placebo,control,113,0,0.0,6.6,6.1,6.6±6.1
NCT04944992,Sex: Male,Male,Sex,categorical,,Efinopegdutide,treatment,72,39,54.2,0.0,0.0,39 (54.2)
NCT04944992,Sex: Female,Female,Sex,categorical,,Efinopegdutide,treatment,72,33,45.8,0.0,0.0,33 (45.8)
NCT04944992,Age,"Age, years",,continuous,years,Efinopegdutide,treatment,72,0,0.0,48.1,11.0,48.1 [11.0]
NCT00688701,Mean age,Mean age (years 6 SD),Demographics and baseline characteristics,continuous,years,Placebo combined,control,122,0,0.0,54.1,11.0,54.1 6 11.0
NCT00688701,Mean age,Mean age (years 6 SD),Demographics and baseline characteristics,continuous,years,Lixisenatide 2-Step,treatment,120,0,0.0,53.3,9.7,53.3 6 9.7
NCT00688701,Mean age,Mean age (years 6 SD),Demographics and baseline characteristics,continuous,years,Lixisenatide 1-Step,treatment,119,0,0.0,53.8,10.9,53.8 6 10.9
NCT00688701,Male,"Male, n (%)",Demographics and baseline characteristics,categorical,%,Placebo combined,control,122,60,49.2,0.0,0.0,60 (49.2)
NCT00688701,Male,"Male, n (%)",Demographics and baseline characteristics,categorical,%,Lixisenatide 2-Step,treatment,120,63,52.5,0.0,0.0,63 (52.5)
NCT00688701,Male,"Male, n (%)",Demographics and baseline characteristics,categorical,%,Lixisenatide 1-Step,treatment,119,63,52.9,0.0,0.0,63 (52.9)
NCT00688701,Race,Caucasian,"Race, n (%)",categorical,%,Placebo combined,control,122,90,73.8,0.0,0.0,90 (73.8)
NCT00688701,Race,Caucasian,"Race, n (%)",categorical,%,Lixisenatide 2-Step,treatment,120,88,73.3,0.0,0.0,88 (73.3)
NCT00688701,Race,Caucasian,"Race, n (%)",categorical,%,Lixisenatide 1-Step,treatment,119,85,71.4,0.0,0.0,85 (71.4)
NCT00688701,Race,Asian,"Race, n (%)",categorical,%,Placebo combined,control,122,24,19.7,0.0,0.0,24 (19.7)
NCT00688701,Race,Asian,"Race, n (%)",categorical,%,Lixisenatide 2-Step,treatment,120,27,22.5,0.0,0.0,27 (22.5)
NCT00688701,Race,Asian,"Race, n (%)",categorical,%,Lixisenatide 1-Step,treatment,119,29,24.4,0.0,0.0,29 (24.4)
NCT00688701,Race,Black,"Race, n (%)",categorical,%,Placebo combined,control,122,3,2.5,0.0,0.0,3 (2.5)
NCT00688701,Race,Black,"Race, n (%)",categorical,%,Lixisenatide 2-Step,treatment,120,0,0.0,0.0,0.0,0
NCT00688701,Race,Black,"Race, n (%)",categorical,%,Lixisenatide 1-Step,treatment,119,3,2.5,0.0,0.0,3 (2.5)
NCT00688701,Race,Other,"Race, n (%)",categorical,%,Placebo combined,control,122,5,4.1,0.0,0.0,5 (4.1)
NCT00688701,Race,Other,"Race, n (%)",categorical,%,Lixisenatide 2-Step,treatment,120,5,4.2,0.0,0.0,5 (4.2)
NCT00688701,Race,Other,"Race, n (%)",categorical,%,Lixisenatide 1-Step,treatment,119,2,1.7,0.0,0.0,2 (1.7)
NCT00688701,Median duration of diabetes,"Median duration of diabetes since diagnosis, years (range)",Demographics and baseline characteristics,continuous,years,Placebo combined,control,122,0,0.0,0.0,0.0,1.4 (0.2212.5)
NCT00688701,Median duration of diabetes,"Median duration of diabetes since diagnosis, years (range)",Demographics and baseline characteristics,continuous,years,Lixisenatide 2-Step,treatment,120,0,0.0,0.0,0.0,1.4 (0.2221.5)
NCT00688701,Median duration of diabetes,"Median duration of diabetes since diagnosis, years (range)",Demographics and baseline characteristics,continuous,years,Lixisenatide 1-Step,treatment,119,0,0.0,0.0,0.0,1.1 (0.2223.9)
NCT00688701,Mean HbA1c,"Mean HbA1c, % 6 SD (NGSP)",Demographics and baseline characteristics,continuous,%,Placebo combined,control,122,0,0.0,8.07,0.9,8.07 6 0.9
NCT00688701,Mean HbA1c,"Mean HbA1c, % 6 SD (NGSP)",Demographics and baseline characteristics,continuous,%,Lixisenatide 2-Step,treatment,120,0,0.0,7.98,0.9,7.98 6 0.9
NCT00688701,Mean HbA1c,"Mean HbA1c, % 6 SD (NGSP)",Demographics and baseline characteristics,continuous,%,Lixisenatide 1-Step,treatment,119,0,0.0,8.07,0.9,8.07 6 0.9
NCT00688701,Mean FPG,Mean FPG (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Placebo combined,control,122,0,0.0,8.9,2.2,8.9 6 2.2
NCT00688701,Mean FPG,Mean FPG (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Lixisenatide 2-Step,treatment,120,0,0.0,9.2,2.0,9.2 6 2.0
NCT00688701,Mean FPG,Mean FPG (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Lixisenatide 1-Step,treatment,119,0,0.0,9.0,2.0,9.0 6 2.0
NCT00688701,Mean 2-h PPG,Mean 2-h PPG (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Placebo combined,control,122,0,0.0,14.3,4.8,14.3 6 4.8
NCT00688701,Mean 2-h PPG,Mean 2-h PPG (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Lixisenatide 2-Step,treatment,120,0,0.0,14.8,3.9,14.8 6 3.9
NCT00688701,Mean 2-h PPG,Mean 2-h PPG (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Lixisenatide 1-Step,treatment,119,0,0.0,14.6,3.4,14.6 6 3.4
NCT00688701,Glucose excursion,Glucose excursion (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Placebo combined,control,122,0,0.0,4.8,3.7,4.8 6 3.7
NCT00688701,Glucose excursion,Glucose excursion (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Lixisenatide 2-Step,treatment,120,0,0.0,5.7,3.1,5.7 6 3.1
NCT00688701,Glucose excursion,Glucose excursion (mmol/L 6 SD),Demographics and baseline characteristics,continuous,mmol/L,Lixisenatide 1-Step,treatment,119,0,0.0,5.3,3.0,5.3 6 3.0
NCT00688701,Mean weight,Mean weight (kg 6 SD),Demographics and baseline characteristics,continuous,kg,Placebo combined,control,122,0,0.0,86.1,22.0,86.1 6 22
NCT00688701,Mean weight,Mean weight (kg 6 SD),Demographics and baseline characteristics,continuous,kg,Lixisenatide 2-Step,treatment,120,0,0.0,89.0,22.0,89.0 6 22
NCT00688701,Mean weight,Mean weight (kg 6 SD),Demographics and baseline characteristics,continuous,kg,Lixisenatide 1-Step,treatment,119,0,0.0,86.5,21.0,86.5 6 21
NCT00688701,Mean BMI,Mean BMI (kg/m2 6 SD),Demographics and baseline characteristics,continuous,kg/m2,Placebo combined,control,122,0,0.0,31.8,6.7,31.8 6 6.7
NCT00688701,Mean BMI,Mean BMI (kg/m2 6 SD),Demographics and baseline characteristics,continuous,kg/m2,Lixisenatide 2-Step,treatment,120,0,0.0,32.3,6.7,32.3 6 6.7
NCT00688701,Mean BMI,Mean BMI (kg/m2 6 SD),Demographics and baseline characteristics,continuous,kg/m2,Lixisenatide 1-Step,treatment,119,0,0.0,31.7,6.6,31.7 6 6.6
NCT00308139,Sex,Sex (%),Demographics,categorical,%,Exenatide QW,treatment,120,68,57.0,0.0,0.0,68 (57%)
NCT00308139,Sex,Sex (%),Demographics,categorical,%,Exenatide BID -> Exenatide QW,treatment,121,64,53.0,0.0,0.0,64 (53%)
NCT00308139,Age,Age (y),Demographics,continuous,years,Exenatide QW,treatment,120,0,0.0,56.0,9.0,56 (9)
NCT00308139,Age,Age (y),Demographics,continuous,years,Exenatide BID -> Exenatide QW,treatment,121,0,0.0,55.0,10.0,55 (10)
NCT00308139,Weight,Weight (kg),Demographics,continuous,kg,Exenatide QW,treatment,120,0,0.0,103.0,19.0,103 (19)
NCT00308139,Weight,Weight (kg),Demographics,continuous,kg,Exenatide BID -> Exenatide QW,treatment,121,0,0.0,102.0,20.0,102 (20)
NCT00308139,Body Mass Index,Body Mass Index (kg/m²),Demographics,continuous,kg/m²,Exenatide QW,treatment,120,0,0.0,35.0,5.0,35 (5)
NCT00308139,Body Mass Index,Body Mass Index (kg/m²),Demographics,continuous,kg/m²,Exenatide BID -> Exenatide QW,treatment,121,0,0.0,35.0,5.0,35 (5)
NCT00308139,A1C,A1C (%),Demographics,continuous,%,Exenatide QW,treatment,120,0,0.0,8.3,1.0,8.3 (1.0)
NCT00308139,A1C,A1C (%),Demographics,continuous,%,Exenatide BID -> Exenatide QW,treatment,121,0,0.0,8.2,0.9,8.2 (0.9)
NCT00308139,Fasting Plasma Glucose,Fasting Plasma Glucose (mg/dL),Demographics,continuous,mg/dL,Exenatide QW,treatment,120,0,0.0,172.0,45.0,172 (45)
NCT00308139,Fasting Plasma Glucose,Fasting Plasma Glucose (mg/dL),Demographics,continuous,mg/dL,Exenatide BID -> Exenatide QW,treatment,121,0,0.0,166.0,41.0,166 (41)
NCT00308139,Duration of Diabetes,Duration of Diabetes (y),Demographics,continuous,years,Exenatide QW,treatment,120,0,0.0,7.0,6.0,7 (6)
NCT00308139,Duration of Diabetes,Duration of Diabetes (y),Demographics,continuous,years,Exenatide BID -> Exenatide QW,treatment,121,0,0.0,6.0,5.0,6(5)
NCT05669599,Age,Age-yr,,continuous,years,140 mg Every 4 Wk,treatment,77,0,0.0,45.6,12.2,45.6±12.2
NCT05669599,Age,Age-yr,,continuous,years,280 mg Every 4 Wk,treatment,77,0,0.0,49.4,12.6,49.4±12.6
NCT05669599,Age,Age-yr,,continuous,years,420 mg Every 4 Wk,treatment,79,0,0.0,49.1,13.0,49.1±13.0
NCT05669599,Age,Age-yr,,continuous,years,420 mg Every 8 Wk,treatment,51,0,0.0,47.6,11.0,47.6±11.0
NCT05669599,Age,Age-yr,,continuous,years,"420 mg Every 4 Wk, with 4-Wk DE",treatment,51,0,0.0,49.0,11.4,49.0±11.4
NCT05669599,Age,Age-yr,,continuous,years,"420 mg Every 4 Wk, with 12-Wk DE",treatment,52,0,0.0,48.2,12.5,48.2±12.5
NCT05669599,Age,Age-yr,,continuous,years,Placebo,control,78,0,0.0,47.0,12.9,47.0±12.9
NCT05669599,Age,Age-yr,,continuous,years,140 mg Every 4 Wk,treatment,31,0,0.0,54.9,12.8,54.9±12.8
NCT05669599,Age,Age-yr,,continuous,years,280 mg Every 4 Wk,treatment,32,0,0.0,56.8,11.7,56.8±11.7
NCT05669599,Age,Age-yr,,continuous,years,420 mg Every 4 Wk,treatment,32,0,0.0,55.3,10.3,55.3±10.3
NCT05669599,Age,Age-yr,,continuous,years,Placebo,control,32,0,0.0,53.5,10.2,53.5±10.2
NCT05669599,Female sex,Female sex no. (%),,categorical,,140 mg Every 4 Wk,treatment,77,48,62.0,0.0,0.0,48 (62)
NCT05669599,Female sex,Female sex no. (%),,categorical,,280 mg Every 4 Wk,treatment,77,48,62.0,0.0,0.0,48 (62)
NCT05669599,Female sex,Female sex no. (%),,categorical,,420 mg Every 4 Wk,treatment,79,50,63.0,0.0,0.0,50 (63)
NCT05669599,Female sex,Female sex no. (%),,categorical,,420 mg Every 8 Wk,treatment,51,33,65.0,0.0,0.0,33 (65)
NCT05669599,Female sex,Female sex no. (%),,categorical,,"420 mg Every 4 Wk, with 4-Wk DE",treatment,51,31,61.0,0.0,0.0,31 (61)
NCT05669599,Female sex,Female sex no. (%),,categorical,,"420 mg Every 4 Wk, with 12-Wk DE",treatment,52,33,64.0,0.0,0.0,33 (64)
NCT05669599,Female sex,Female sex no. (%),,categorical,,Placebo,control,78,49,63.0,0.0,0.0,49 (63)
NCT05669599,Female sex,Female sex no. (%),,categorical,,140 mg Every 4 Wk,treatment,31,13,42.0,0.0,0.0,13 (42)
NCT05669599,Female sex,Female sex no. (%),,categorical,,280 mg Every 4 Wk,treatment,32,14,44.0,0.0,0.0,14 (44)
NCT05669599,Female sex,Female sex no. (%),,categorical,,420 mg Every 4 Wk,treatment,32,13,41.0,0.0,0.0,13 (41)
NCT05669599,Female sex,Female sex no. (%),,categorical,,Placebo,control,32,13,41.0,0.0,0.0,13 (41)
NCT00381342,Age,"Age, y",,continuous,years,Exenatide 5 μg,treatment,77,0,0.0,54.0,10.0,54 (10)
NCT00381342,Age,"Age, y",,continuous,years,Exenatide 10 μg,treatment,78,0,0.0,55.0,10.0,55 (10)
NCT00381342,Age,"Age, y",,continuous,years,Placebo,control,77,0,0.0,53.0,9.0,53 (9)
NCT00381342,Sex,"Sex, %",,categorical,%,Exenatide 5 μg,treatment,77,40,52.0,0.0,0.0,52
NCT00381342,Sex,"Sex, %",,categorical,%,Exenatide 10 μg,treatment,78,48,62.0,0.0,0.0,62
NCT00381342,Sex,"Sex, %",,categorical,%,Placebo,control,77,42,55.0,0.0,0.0,55
NCT00381342,Race,"Race, %",,categorical,%,Exenatide 5 μg,treatment,77,50,65.0,0.0,0.0,65
NCT00381342,Race,"Race, %",,categorical,%,Exenatide 10 μg,treatment,78,56,72.0,0.0,0.0,72
NCT00381342,Race,"Race, %",,categorical,%,Placebo,control,77,51,66.0,0.0,0.0,66
NCT00381342,Duration of diabetes,"Duration of diabetes, y",,continuous,years,Exenatide 5 μg,treatment,77,0,0.0,2.0,3.0,2 (3)
NCT00381342,Duration of diabetes,"Duration of diabetes, y",,continuous,years,Exenatide 10 μg,treatment,78,0,0.0,2.0,3.0,2 (3)
NCT00381342,Duration of diabetes,"Duration of diabetes, y",,continuous,years,Placebo,control,77,0,0.0,1.0,2.0,1 (2)
NCT00381342,HbA1c,HbA1c %,,continuous,%,Exenatide 5 μg,treatment,77,0,0.0,7.9,1.0,7.9 (1.0)
NCT00381342,HbA1c,HbA1c %,,continuous,%,Exenatide 10 μg,treatment,78,0,0.0,7.8,1.0,7.8 (1.0)
NCT00381342,HbA1c,HbA1c %,,continuous,%,Placebo,control,77,0,0.0,7.8,0.9,7.8 (0.9)
NCT00381342,FSG,"FSG, mg/dL",,continuous,mg/dL,Exenatide 5 μg,treatment,77,0,0.0,166.0,49.0,166 (49)
NCT00381342,FSG,"FSG, mg/dL",,continuous,mg/dL,Exenatide 10 μg,treatment,78,0,0.0,154.0,40.0,154 (40)
NCT00381342,FSG,"FSG, mg/dL",,continuous,mg/dL,Placebo,control,77,0,0.0,160.0,46.0,160 (46)
NCT00381342,Weight,"Weight, kg",,continuous,kg,Exenatide 5 μg,treatment,77,0,0.0,85.0,15.0,85 (15)
NCT00381342,Weight,"Weight, kg",,continuous,kg,Exenatide 10 μg,treatment,78,0,0.0,86.0,16.0,86 (16)
NCT00381342,Weight,"Weight, kg",,continuous,kg,Placebo,control,77,0,0.0,86.0,16.0,86 (16)
NCT00381342,BMI,"BMI, kg/m²",,continuous,kg/m²,Exenatide 5 μg,treatment,77,0,0.0,32.0,5.0,32 (5)
NCT00381342,BMI,"BMI, kg/m²",,continuous,kg/m²,Exenatide 10 μg,treatment,78,0,0.0,31.0,5.0,31 (5)
NCT00381342,BMI,"BMI, kg/m²",,continuous,kg/m²,Placebo,control,77,0,0.0,32.0,5.0,32 (5)
NCT00381342,SBP,"SBP, mm Hg",,continuous,mm Hg,Exenatide 5 μg,treatment,77,0,0.0,129.0,11.0,129 (11)
NCT00381342,SBP,"SBP, mm Hg",,continuous,mm Hg,Exenatide 10 μg,treatment,78,0,0.0,130.0,12.0,130 (12)
NCT00381342,SBP,"SBP, mm Hg",,continuous,mm Hg,Placebo,control,77,0,0.0,129.0,12.0,129 (12)
NCT00381342,DBP,"DBP, mm Hg",,continuous,mm Hg,Exenatide 5 μg,treatment,77,0,0.0,78.0,8.0,78 (8)
NCT00381342,DBP,"DBP, mm Hg",,continuous,mm Hg,Exenatide 10 μg,treatment,78,0,0.0,79.0,8.0,79 (8)
NCT00381342,DBP,"DBP, mm Hg",,continuous,mm Hg,Placebo,control,77,0,0.0,78.0,7.0,78 (7)
